seed;problem;evolver;iterations;births;elapsed.seconds;all→size;firsts→size;lasts→size;all→each[genotype]→uniqueness;all→each[solution]→uniqueness;all→each[fitness]→uniqueness;best→genotype→size;best→birth.iteration;best→fitness;all→each[fitness]→hist;best→solution
0;pagie1;prolog-ffnn-enfdiv-all;40;4100;425.417;100;100;100;1.0;1.0;0.01;122;39;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,096]->f5[tanh],f3[tanh]-[0,234]->f6[tanh],f0[tanh]-[0,153]->f7[tanh],f7[tanh]-[0,805]->f6[tanh],f9[tanh]-[0,351]->f0[tanh],f10[tanh]-[0,081]->f0[tanh],f11[tanh]-[0,438]->f10[tanh],f12[tanh]-[0,914]->f10[tanh],f5[tanh]-[0,391]->f13[tanh],f12[tanh]-[0,269]->f14[tanh],f13[tanh]-[1,000]->f16[tanh],f12[tanh]-[0,498]->f17[tanh],f17[tanh]-[0,459]->f0[tanh],f16[tanh]-[5,000]->f18[tanh],f19[tanh]-[0,693]->f16[tanh],f18[tanh]-[0,000]->f20[tanh],f21[tanh]-[0,701]->f22[tanh],f23[tanh]-[0,979]->f11[tanh],f24[tanh]-[0,473]->f12[tanh],f14[tanh]-[0,224]->f25[tanh],f25[tanh]-[0,276]->f3[tanh],f18[tanh]-[0,612]->f26[tanh],f13[tanh]-[0,135]->f28[tanh],f28[tanh]-[0,269]->f18[tanh],f22[tanh]-[0,000]->f30[tanh],f23[tanh]-[0,120]->f31[tanh],f33[tanh]-[0,499]->f23[tanh],f34[tanh]-[0,744]->f23[tanh],f35[tanh]-[0,794]->f34[tanh],f36[tanh]-[0,961]->f34[tanh],f24[tanh]-[0,715]->f38[tanh],f40[tanh]-[0,461]->f36[tanh],f41[tanh]-[0,901]->f36[tanh],f5[tanh]-[0,819]->f42[tanh],f32[tanh]-[0,477]->f44[tanh],f30[tanh]-[0,359]->f56[tanh],f24[tanh]-[0,246]->f46[tanh],f40[tanh]-[0,883]->f48[tanh],f48[tanh]-[0,063]->f33[tanh],f45[tanh]-[9,000]->f49[tanh],f26[tanh]-[0,338]->f50[tanh],f16[tanh]-[0,517]->f54[tanh],i0-[0,057]->f40[tanh],i1-[0,209]->f40[tanh],f46[tanh]-[0,192]->f55[tanh],f49[tanh]-[9,000]->o0,f7[tanh]-[0,997]->f57[tanh],f57[tanh]-[0,953]->f5[tanh],f42[tanh]-[0,135]->f58[tanh],f11[tanh]-[0,675]->f59[tanh],f59[tanh]-[0,357]->f0[tanh],f22[tanh]-[0,473]->f61[tanh],f61[tanh]-[0,787]->f56[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;41;4200;437.732;100;100;100;1.0;1.0;0.01;81;40;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,500]->f2[tanh],f3[tanh]-[0,203]->f0[tanh],f4[tanh]-[0,021]->f0[tanh],f5[tanh]-[0,857]->f3[tanh],f6[tanh]-[0,791]->f3[tanh],f3[tanh]-[0,483]->f7[tanh],f7[tanh]-[0,367]->f1[tanh],f0[tanh]-[0,922]->f8[tanh],f10[tanh]-[0,866]->f5[tanh],f11[tanh]-[0,517]->f5[tanh],f2[tanh]-[7,000]->f12[tanh],f12[tanh]-[1,000]->f13[tanh],f13[tanh]-[2,000]->f14[tanh],f12[tanh]-[0,942]->f15[tanh],f6[tanh]-[0,643]->f16[tanh],f14[tanh]-[0,998]->f17[tanh],f17[tanh]-[0,000]->f18[tanh],f14[tanh]-[0,329]->f19[tanh],f6[tanh]-[0,224]->f20[tanh],f20[tanh]-[0,928]->f7[tanh],f13[tanh]-[0,303]->f21[tanh],f22[tanh]-[0,990]->f11[tanh],f23[tanh]-[0,897]->f11[tanh],f24[tanh]-[0,124]->f23[tanh],f25[tanh]-[0,511]->f22[tanh],f18[tanh]-[0,000]->f26[tanh],f27[tanh]-[0,269]->f25[tanh],f28[tanh]-[0,141]->f25[tanh],f26[tanh]-[0,000]->f29[tanh],f29[tanh]-[2,000]->f32[tanh],f33[tanh]-[0,491]->f27[tanh],f34[tanh]-[0,170]->f28[tanh],f13[tanh]-[0,183]->f35[tanh],f35[tanh]-[0,214]->f17[tanh],i0-[0,689]->f34[tanh],i1-[0,872]->f34[tanh],f23[tanh]-[0,948]->f36[tanh],f36[tanh]-[0,276]->f5[tanh],f32[tanh]-[4,000]->o0
0;pagie1;prolog-ffnn-enfdiv-all;42;4300;454.203;100;100;100;1.0;1.0;0.01;124;41;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,012]->f5[tanh],f3[tanh]-[0,234]->f6[tanh],f6[tanh]-[0,720]->f5[tanh],f0[tanh]-[0,153]->f7[tanh],f7[tanh]-[0,805]->f2[tanh],f9[tanh]-[0,351]->f0[tanh],f10[tanh]-[0,041]->f0[tanh],f11[tanh]-[0,438]->f27[tanh],f12[tanh]-[0,914]->f9[tanh],f5[tanh]-[0,081]->f14[tanh],f12[tanh]-[0,269]->f15[tanh],f14[tanh]-[1,000]->f16[tanh],f12[tanh]-[0,498]->f17[tanh],f17[tanh]-[0,459]->f0[tanh],f16[tanh]-[5,000]->f18[tanh],f5[tanh]-[0,437]->f19[tanh],f19[tanh]-[0,693]->f16[tanh],f18[tanh]-[0,000]->f20[tanh],f20[tanh]-[7,000]->f21[tanh],f21[tanh]-[5,000]->f22[tanh],f23[tanh]-[0,979]->f11[tanh],f24[tanh]-[0,473]->f12[tanh],f15[tanh]-[0,224]->f25[tanh],f25[tanh]-[0,276]->f3[tanh],f18[tanh]-[0,638]->f26[tanh],f14[tanh]-[0,135]->f28[tanh],f28[tanh]-[0,269]->f18[tanh],f22[tanh]-[0,000]->f30[tanh],f23[tanh]-[0,120]->f31[tanh],f33[tanh]-[0,499]->f23[tanh],f34[tanh]-[0,744]->f23[tanh],f35[tanh]-[0,794]->f34[tanh],f36[tanh]-[0,961]->f34[tanh],f24[tanh]-[0,715]->f38[tanh],f39[tanh]-[0,461]->f36[tanh],f40[tanh]-[0,901]->f36[tanh],f5[tanh]-[0,819]->f41[tanh],f32[tanh]-[0,477]->f43[tanh],f30[tanh]-[2,000]->f54[tanh],f24[tanh]-[0,246]->f45[tanh],f39[tanh]-[0,883]->f47[tanh],f47[tanh]-[0,063]->f33[tanh],f26[tanh]-[0,338]->f49[tanh],f16[tanh]-[0,476]->f53[tanh],f28[tanh]-[0,021]->f55[tanh],f55[tanh]-[0,711]->f20[tanh],f48[tanh]-[7,000]->o0,f40[tanh]-[0,130]->f56[tanh],f56[tanh]-[0,269]->f34[tanh],f13[tanh]-[0,187]->f57[tanh],f58[tanh]-[0,490]->f40[tanh],f59[tanh]-[0,452]->f39[tanh],f40[tanh]-[0,115]->f60[tanh],i0-[0,740]->f58[tanh],i1-[0,499]->f59[tanh],f27[tanh]-[0,122]->f25[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;43;4400;473.051;100;100;100;1.0;1.0;0.01;110;42;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,830]->f4[tanh],f3[tanh]-[0,234]->f5[tanh],f5[tanh]-[0,743]->f4[tanh],f0[tanh]-[0,598]->f6[tanh],f6[tanh]-[0,805]->f5[tanh],f7[tanh]-[0,351]->f0[tanh],f8[tanh]-[0,041]->f0[tanh],f10[tanh]-[0,914]->f7[tanh],f4[tanh]-[8,000]->f12[tanh],f10[tanh]-[0,269]->f13[tanh],f12[tanh]-[1,000]->f14[tanh],f10[tanh]-[0,498]->f15[tanh],f15[tanh]-[0,459]->f0[tanh],f14[tanh]-[5,000]->f16[tanh],f4[tanh]-[0,391]->f17[tanh],f17[tanh]-[0,693]->f14[tanh],f16[tanh]-[0,000]->f18[tanh],f18[tanh]-[7,000]->f19[tanh],f19[tanh]-[5,000]->f20[tanh],f21[tanh]-[0,990]->f9[tanh],f22[tanh]-[0,473]->f10[tanh],f13[tanh]-[0,224]->f23[tanh],f23[tanh]-[0,276]->f3[tanh],f16[tanh]-[0,638]->f24[tanh],f12[tanh]-[0,074]->f26[tanh],f26[tanh]-[0,526]->f16[tanh],f20[tanh]-[0,000]->f28[tanh],f21[tanh]-[0,120]->f29[tanh],f31[tanh]-[0,499]->f21[tanh],f32[tanh]-[0,744]->f21[tanh],f33[tanh]-[0,794]->f32[tanh],f34[tanh]-[0,961]->f32[tanh],f22[tanh]-[0,715]->f36[tanh],f37[tanh]-[0,461]->f34[tanh],f38[tanh]-[0,901]->f34[tanh],f4[tanh]-[0,819]->f39[tanh],f30[tanh]-[0,477]->f41[tanh],f28[tanh]-[2,000]->f51[tanh],f22[tanh]-[0,488]->f43[tanh],f37[tanh]-[0,883]->f45[tanh],f45[tanh]-[0,063]->f31[tanh],f42[tanh]-[9,000]->f46[tanh],f24[tanh]-[0,338]->f47[tanh],f14[tanh]-[0,517]->f50[tanh],f43[tanh]-[0,772]->f40[tanh],f46[tanh]-[9,000]->o0,i0-[0,936]->f38[tanh],i1-[0,598]->f38[tanh],f43[tanh]-[0,795]->f8[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;44;4500;482.48;100;100;100;1.0;1.0;0.01;120;43;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,012]->f5[tanh],f3[tanh]-[0,234]->f6[tanh],f6[tanh]-[0,720]->f5[tanh],f0[tanh]-[0,153]->f7[tanh],f7[tanh]-[0,805]->f2[tanh],f9[tanh]-[0,351]->f0[tanh],f10[tanh]-[0,041]->f0[tanh],f11[tanh]-[0,438]->f27[tanh],f12[tanh]-[0,914]->f9[tanh],f5[tanh]-[0,081]->f14[tanh],f12[tanh]-[0,269]->f15[tanh],f14[tanh]-[1,000]->f16[tanh],f12[tanh]-[0,498]->f17[tanh],f17[tanh]-[0,459]->f0[tanh],f16[tanh]-[5,000]->f18[tanh],f5[tanh]-[0,437]->f19[tanh],f19[tanh]-[0,693]->f16[tanh],f18[tanh]-[0,000]->f20[tanh],f20[tanh]-[7,000]->f21[tanh],f21[tanh]-[5,000]->f22[tanh],f23[tanh]-[0,979]->f11[tanh],f24[tanh]-[0,473]->f12[tanh],f15[tanh]-[0,224]->f25[tanh],f25[tanh]-[0,276]->f3[tanh],f18[tanh]-[0,638]->f26[tanh],f14[tanh]-[0,135]->f28[tanh],f28[tanh]-[0,269]->f18[tanh],f22[tanh]-[0,000]->f30[tanh],f23[tanh]-[0,120]->f31[tanh],f33[tanh]-[0,499]->f23[tanh],f34[tanh]-[0,744]->f23[tanh],f35[tanh]-[0,794]->f34[tanh],f36[tanh]-[0,961]->f34[tanh],f24[tanh]-[0,715]->f38[tanh],f39[tanh]-[0,461]->f36[tanh],f40[tanh]-[0,901]->f36[tanh],f5[tanh]-[0,819]->f41[tanh],f32[tanh]-[0,477]->f43[tanh],f30[tanh]-[2,000]->f54[tanh],f24[tanh]-[0,246]->f45[tanh],f39[tanh]-[0,883]->f47[tanh],f47[tanh]-[0,063]->f33[tanh],f26[tanh]-[0,338]->f49[tanh],f16[tanh]-[0,330]->f53[tanh],f28[tanh]-[0,021]->f55[tanh],f55[tanh]-[0,711]->f20[tanh],f48[tanh]-[7,000]->o0,f40[tanh]-[0,130]->f56[tanh],f56[tanh]-[0,373]->f34[tanh],f13[tanh]-[0,187]->f57[tanh],i0-[0,490]->f40[tanh],i1-[0,452]->f39[tanh],f52[tanh]-[0,866]->f58[tanh],f9[tanh]-[0,320]->f25[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;45;4600;492.249;100;100;100;1.0;1.0;0.01;110;44;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,830]->f4[tanh],f3[tanh]-[0,234]->f5[tanh],f5[tanh]-[0,743]->f4[tanh],f0[tanh]-[0,598]->f6[tanh],f6[tanh]-[0,805]->f5[tanh],f7[tanh]-[0,351]->f0[tanh],f8[tanh]-[0,041]->f0[tanh],f10[tanh]-[0,914]->f7[tanh],f4[tanh]-[8,000]->f12[tanh],f10[tanh]-[0,269]->f13[tanh],f12[tanh]-[1,000]->f14[tanh],f10[tanh]-[0,498]->f15[tanh],f15[tanh]-[0,459]->f0[tanh],f14[tanh]-[5,000]->f16[tanh],f4[tanh]-[0,391]->f17[tanh],f17[tanh]-[0,693]->f14[tanh],f16[tanh]-[0,000]->f18[tanh],f18[tanh]-[7,000]->f19[tanh],f19[tanh]-[5,000]->f20[tanh],f21[tanh]-[0,990]->f9[tanh],f22[tanh]-[0,473]->f9[tanh],f13[tanh]-[0,224]->f23[tanh],f23[tanh]-[0,276]->f3[tanh],f16[tanh]-[0,638]->f24[tanh],f12[tanh]-[0,074]->f26[tanh],f26[tanh]-[0,526]->f16[tanh],f20[tanh]-[0,000]->f28[tanh],f21[tanh]-[0,120]->f29[tanh],f31[tanh]-[0,499]->f21[tanh],f32[tanh]-[0,744]->f21[tanh],f33[tanh]-[0,794]->f32[tanh],f34[tanh]-[0,961]->f32[tanh],f22[tanh]-[0,715]->f36[tanh],f37[tanh]-[0,461]->f34[tanh],f38[tanh]-[0,901]->f34[tanh],f4[tanh]-[0,819]->f39[tanh],f30[tanh]-[0,477]->f41[tanh],f28[tanh]-[2,000]->f51[tanh],f22[tanh]-[0,488]->f43[tanh],f37[tanh]-[0,883]->f45[tanh],f45[tanh]-[0,063]->f31[tanh],f42[tanh]-[9,000]->f46[tanh],f24[tanh]-[0,338]->f47[tanh],f14[tanh]-[0,517]->f50[tanh],f43[tanh]-[0,772]->f40[tanh],f46[tanh]-[9,000]->o0,i0-[0,936]->f38[tanh],i1-[0,598]->f38[tanh],f43[tanh]-[0,795]->f8[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;46;4700;504.806;100;100;100;1.0;1.0;0.01;133;45;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,709]->f3[tanh],f3[tanh]-[0,057]->f2[tanh],f0[tanh]-[0,986]->f4[tanh],f0[tanh]-[0,375]->f5[tanh],f0[tanh]-[0,960]->f6[tanh],f2[tanh]-[9,000]->f7[tanh],f7[tanh]-[0,441]->f10[tanh],f0[tanh]-[0,558]->f11[tanh],f11[tanh]-[0,491]->f8[tanh],f0[tanh]-[0,741]->f12[tanh],f8[tanh]-[0,427]->f13[tanh],f0[tanh]-[0,187]->f14[tanh],f15[tanh]-[0,396]->f0[tanh],f16[tanh]-[0,142]->f0[tanh],f16[tanh]-[0,946]->f17[tanh],f17[tanh]-[0,799]->f14[tanh],f10[tanh]-[0,205]->f18[tanh],f11[tanh]-[0,088]->f19[tanh],f18[tanh]-[2,000]->f20[tanh],f20[tanh]-[2,000]->f24[tanh],f24[tanh]-[5,000]->f25[tanh],f25[tanh]-[0,164]->f26[tanh],f27[tanh]-[0,798]->f15[tanh],f28[tanh]-[0,687]->f15[tanh],f0[tanh]-[0,672]->f30[tanh],f30[tanh]-[0,283]->f22[tanh],f30[tanh]-[0,293]->f8[tanh],f26[tanh]-[2,000]->f31[tanh],f31[tanh]-[0,000]->f32[tanh],f33[tanh]-[0,656]->f27[tanh],f21[tanh]-[0,895]->f35[tanh],f32[tanh]-[4,000]->f36[tanh],f15[tanh]-[0,263]->f38[tanh],f20[tanh]-[0,963]->f39[tanh],f39[tanh]-[0,007]->f25[tanh],f36[tanh]-[2,000]->o0,f27[tanh]-[0,506]->f40[tanh],f40[tanh]-[0,946]->f0[tanh],f41[tanh]-[0,228]->f34[tanh],f42[tanh]-[0,527]->f34[tanh],f45[tanh]-[0,407]->f41[tanh],f46[tanh]-[0,761]->f41[tanh],f32[tanh]-[0,966]->f47[tanh],f48[tanh]-[0,273]->f46[tanh],f49[tanh]-[0,055]->f46[tanh],f48[tanh]-[0,373]->f50[tanh],f50[tanh]-[0,415]->f41[tanh],f7[tanh]-[0,732]->f23[tanh],f18[tanh]-[0,159]->f52[tanh],f52[tanh]-[0,452]->f39[tanh],f53[tanh]-[0,459]->f49[tanh],f54[tanh]-[0,078]->f48[tanh],f55[tanh]-[0,779]->f53[tanh],f56[tanh]-[0,306]->f53[tanh],f51[tanh]-[0,621]->f57[tanh],f58[tanh]-[0,715]->f56[tanh],f59[tanh]-[0,728]->f56[tanh],f24[tanh]-[0,921]->f60[tanh],f2[tanh]-[0,374]->f61[tanh],f61[tanh]-[0,902]->f51[tanh],i0-[0,695]->f59[tanh],i1-[0,614]->f59[tanh],f5[tanh]-[0,491]->f2[tanh],f59[tanh]-[0,207]->f62[tanh],f62[tanh]-[0,683]->f53[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;47;4800;518.155;100;100;100;1.0;1.0;0.01;127;46;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,096]->f4[tanh],f3[tanh]-[0,234]->f5[tanh],f5[tanh]-[0,720]->f4[tanh],f0[tanh]-[0,153]->f6[tanh],f6[tanh]-[0,805]->f2[tanh],f8[tanh]-[0,351]->f0[tanh],f9[tanh]-[0,041]->f0[tanh],f10[tanh]-[0,438]->f27[tanh],f11[tanh]-[0,914]->f8[tanh],f4[tanh]-[0,081]->f13[tanh],f11[tanh]-[0,269]->f14[tanh],f13[tanh]-[1,000]->f16[tanh],f11[tanh]-[0,498]->f17[tanh],f17[tanh]-[0,459]->f0[tanh],f16[tanh]-[5,000]->f18[tanh],f4[tanh]-[0,437]->f19[tanh],f19[tanh]-[0,693]->f16[tanh],f18[tanh]-[0,000]->f20[tanh],f20[tanh]-[7,000]->f21[tanh],f21[tanh]-[5,000]->f22[tanh],f23[tanh]-[0,979]->f10[tanh],f24[tanh]-[0,473]->f11[tanh],f14[tanh]-[0,224]->f25[tanh],f25[tanh]-[0,276]->f3[tanh],f18[tanh]-[0,638]->f26[tanh],f13[tanh]-[0,135]->f28[tanh],f28[tanh]-[0,326]->f18[tanh],f23[tanh]-[0,120]->f31[tanh],f33[tanh]-[0,499]->f23[tanh],f34[tanh]-[0,744]->f23[tanh],f35[tanh]-[0,794]->f34[tanh],f36[tanh]-[0,961]->f34[tanh],f24[tanh]-[0,715]->f38[tanh],f39[tanh]-[0,461]->f36[tanh],f40[tanh]-[0,901]->f36[tanh],f4[tanh]-[0,819]->f41[tanh],f32[tanh]-[0,477]->f43[tanh],f30[tanh]-[2,000]->f54[tanh],f24[tanh]-[0,246]->f45[tanh],f39[tanh]-[0,883]->f47[tanh],f47[tanh]-[0,063]->f33[tanh],f44[tanh]-[9,000]->f48[tanh],f26[tanh]-[0,338]->f49[tanh],f16[tanh]-[0,441]->f53[tanh],f28[tanh]-[0,021]->f55[tanh],f55[tanh]-[0,711]->f20[tanh],f48[tanh]-[7,000]->o0,f40[tanh]-[0,130]->f56[tanh],f56[tanh]-[0,269]->f34[tanh],f40[tanh]-[0,907]->f57[tanh],f47[tanh]-[0,450]->f58[tanh],i0-[0,798]->f39[tanh],i1-[0,633]->f40[tanh],f6[tanh]-[0,063]->f61[tanh],f47[tanh]-[0,063]->f62[tanh],f60[tanh]-[0,317]->f63[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;48;4900;528.827;100;100;100;1.0;1.0;0.01;118;47;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,830]->f5[tanh],f6[tanh]-[0,743]->f5[tanh],f0[tanh]-[0,598]->f7[tanh],f7[tanh]-[0,805]->f6[tanh],f9[tanh]-[0,351]->f0[tanh],f10[tanh]-[0,041]->f0[tanh],f11[tanh]-[0,438]->f10[tanh],f12[tanh]-[0,914]->f9[tanh],f5[tanh]-[8,000]->f14[tanh],f12[tanh]-[0,269]->f15[tanh],f14[tanh]-[1,000]->f17[tanh],f12[tanh]-[0,498]->f18[tanh],f18[tanh]-[0,459]->f0[tanh],f17[tanh]-[5,000]->f19[tanh],f5[tanh]-[0,391]->f20[tanh],f20[tanh]-[0,693]->f17[tanh],f19[tanh]-[0,000]->f21[tanh],f21[tanh]-[7,000]->f22[tanh],f22[tanh]-[5,000]->f23[tanh],f24[tanh]-[0,979]->f11[tanh],f25[tanh]-[0,473]->f12[tanh],f15[tanh]-[0,224]->f26[tanh],f26[tanh]-[0,276]->f8[tanh],f19[tanh]-[0,638]->f27[tanh],f14[tanh]-[0,135]->f29[tanh],f29[tanh]-[0,269]->f19[tanh],f23[tanh]-[0,000]->f31[tanh],f24[tanh]-[0,120]->f32[tanh],f34[tanh]-[0,397]->f25[tanh],f35[tanh]-[0,744]->f24[tanh],f36[tanh]-[0,794]->f35[tanh],f37[tanh]-[0,961]->f35[tanh],f25[tanh]-[0,715]->f39[tanh],f40[tanh]-[0,461]->f37[tanh],f41[tanh]-[0,901]->f37[tanh],f5[tanh]-[0,819]->f42[tanh],f33[tanh]-[0,477]->f44[tanh],f31[tanh]-[2,000]->f55[tanh],f25[tanh]-[0,488]->f46[tanh],f40[tanh]-[0,883]->f48[tanh],f48[tanh]-[0,063]->f34[tanh],f45[tanh]-[9,000]->f49[tanh],f27[tanh]-[0,338]->f50[tanh],f17[tanh]-[0,517]->f54[tanh],f49[tanh]-[3,000]->f59[tanh],i0-[0,968]->f40[tanh],i1-[0,737]->f41[tanh],f59[tanh]-[7,000]->o0,f58[tanh]-[0,006]->f11[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;49;5000;540.746;100;100;100;1.0;1.0;0.01;132;48;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,709]->f3[tanh],f3[tanh]-[0,057]->f2[tanh],f0[tanh]-[0,986]->f4[tanh],f0[tanh]-[0,375]->f5[tanh],f0[tanh]-[0,960]->f6[tanh],f2[tanh]-[9,000]->f7[tanh],f7[tanh]-[0,441]->f10[tanh],f0[tanh]-[0,558]->f11[tanh],f11[tanh]-[0,491]->f8[tanh],f0[tanh]-[0,741]->f12[tanh],f8[tanh]-[0,427]->f13[tanh],f0[tanh]-[0,187]->f14[tanh],f15[tanh]-[0,396]->f0[tanh],f16[tanh]-[0,142]->f0[tanh],f16[tanh]-[0,946]->f17[tanh],f17[tanh]-[0,799]->f14[tanh],f10[tanh]-[0,205]->f18[tanh],f11[tanh]-[0,088]->f19[tanh],f18[tanh]-[2,000]->f20[tanh],f20[tanh]-[2,000]->f24[tanh],f24[tanh]-[5,000]->f25[tanh],f25[tanh]-[0,164]->f26[tanh],f27[tanh]-[0,709]->f15[tanh],f28[tanh]-[0,687]->f15[tanh],f0[tanh]-[0,672]->f30[tanh],f30[tanh]-[0,283]->f22[tanh],f26[tanh]-[2,000]->f31[tanh],f31[tanh]-[0,000]->f32[tanh],f33[tanh]-[0,656]->f27[tanh],f21[tanh]-[0,895]->f35[tanh],f32[tanh]-[4,000]->f36[tanh],f15[tanh]-[0,263]->f38[tanh],f20[tanh]-[0,963]->f39[tanh],f39[tanh]-[0,007]->f25[tanh],f36[tanh]-[2,000]->o0,f27[tanh]-[0,506]->f40[tanh],f40[tanh]-[0,946]->f0[tanh],f41[tanh]-[0,228]->f34[tanh],f42[tanh]-[0,527]->f34[tanh],f45[tanh]-[0,407]->f41[tanh],f46[tanh]-[0,761]->f41[tanh],f32[tanh]-[0,966]->f47[tanh],f48[tanh]-[0,273]->f46[tanh],f49[tanh]-[0,055]->f46[tanh],f48[tanh]-[0,373]->f50[tanh],f50[tanh]-[0,415]->f41[tanh],f7[tanh]-[0,732]->f23[tanh],f18[tanh]-[0,159]->f52[tanh],f52[tanh]-[0,452]->f39[tanh],f53[tanh]-[0,459]->f49[tanh],f54[tanh]-[0,078]->f48[tanh],f55[tanh]-[0,779]->f53[tanh],f56[tanh]-[0,306]->f53[tanh],f51[tanh]-[0,621]->f57[tanh],f58[tanh]-[0,715]->f56[tanh],f59[tanh]-[0,728]->f56[tanh],f24[tanh]-[0,921]->f60[tanh],f2[tanh]-[0,374]->f61[tanh],f61[tanh]-[0,902]->f51[tanh],i0-[0,695]->f59[tanh],i1-[0,614]->f59[tanh],f5[tanh]-[0,491]->f2[tanh],f59[tanh]-[0,207]->f62[tanh],f62[tanh]-[0,683]->f53[tanh]
0;pagie1;prolog-ffnn-enfdiv-all;50;5100;552.168;100;100;100;1.0;1.0;0.01;117;49;2.6586137555249514;█▁▁▁▁▁▁▁;f0[tanh]-[0,500]->f1[tanh],f1[tanh]-[0,200]->f2[tanh],f0[tanh]-[0,570]->f3[tanh],f3[tanh]-[0,425]->f2[tanh],f2[tanh]-[0,830]->f4[tanh],f3[tanh]-[0,234]->f5[tanh],f5[tanh]-[0,743]->f4[tanh],f0[tanh]-[0,598]->f6[tanh],f6[tanh]-[0,805]->f5[tanh],f8[tanh]-[0,351]->f0[tanh],f9[tanh]-[0,041]->f0[tanh],f10[tanh]-[0,438]->f9[tanh],f11[tanh]-[0,914]->f8[tanh],f4[tanh]-[8,000]->f13[tanh],f11[tanh]-[0,269]->f14[tanh],f13[tanh]-[1,000]->f15[tanh],f11[tanh]-[0,498]->f16[tanh],f16[tanh]-[0,459]->f0[tanh],f15[tanh]-[5,000]->f17[tanh],f4[tanh]-[0,391]->f18[tanh],f18[tanh]-[0,706]->f15[tanh],f17[tanh]-[0,000]->f19[tanh],f19[tanh]-[7,000]->f20[tanh],f20[tanh]-[5,000]->f21[tanh],f22[tanh]-[0,990]->f10[tanh],f23[tanh]-[0,473]->f11[tanh],f14[tanh]-[0,224]->f24[tanh],f24[tanh]-[0,276]->f3[tanh],f17[tanh]-[0,638]->f25[tanh],f13[tanh]-[0,074]->f26[tanh],f26[tanh]-[0,526]->f17[tanh],f21[tanh]-[0,000]->f28[tanh],f22[tanh]-[0,120]->f29[tanh],f31[tanh]-[0,499]->f22[tanh],f32[tanh]-[0,744]->f22[tanh],f33[tanh]-[0,794]->f32[tanh],f34[tanh]-[0,961]->f32[tanh],f23[tanh]-[0,715]->f36[tanh],f37[tanh]-[0,461]->f34[tanh],f38[tanh]-[0,901]->f34[tanh],f4[tanh]-[0,819]->f39[tanh],f30[tanh]-[0,477]->f41[tanh],f28[tanh]-[2,000]->f51[tanh],f23[tanh]-[0,488]->f43[tanh],f37[tanh]-[0,883]->f45[tanh],f45[tanh]-[0,063]->f31[tanh],f42[tanh]-[9,000]->f46[tanh],f25[tanh]-[0,338]->f47[tanh],f15[tanh]-[0,517]->f50[tanh],f43[tanh]-[0,772]->f40[tanh],f46[tanh]-[9,000]->o0,f53[tanh]-[0,936]->f38[tanh],f54[tanh]-[0,598]->f38[tanh],f43[tanh]-[0,795]->f9[tanh],f20[tanh]-[0,949]->f55[tanh],f55[tanh]-[0,513]->f52[tanh],i0-[0,817]->f54[tanh],i1-[0,031]->f53[tanh]
